day,mouse,sex,stimulus,behaviour,window_s,isolated,clearance_s,responded
Day1 no drug,M1,M,Pin prick,withdrawal,3.0,0,1.13,1
Day1 no drug,M1,M,Pin prick,flinch,3.0,0,1.13,1
Day1 no drug,M1,M,Pin prick,withdrawal,3.0,0,4.07,1
Day1 no drug,M1,M,Pin prick,flinch,3.0,0,4.07,1
Day1 no drug,M1,M,Pin prick,withdrawal,3.0,0,1.33,1
Day1 no drug,M1,M,Pin prick,flinch,3.0,0,1.33,1
Day1 no drug,M1,M,Pin prick,withdrawal,3.0,0,0.7,1
Day1 no drug,M1,M,Pin prick,flinch,3.0,0,0.7,1
Day1 no drug,M1,M,Pin prick,withdrawal,3.0,0,4.47,1
Day1 no drug,M1,M,Pin prick,flinch,3.0,0,4.47,1
Day1 no drug,M1,M,Pin prick,withdrawal,3.0,0,999.0,1
Day1 no drug,M1,M,Pin prick,flinch,3.0,0,999.0,1
Day1 no drug,M1,M,Pin prick,attending,10.0,1,999.0,1
Day1 no drug,M1,M,Pin prick,lickbite,10.0,1,999.0,0
Day1 no drug,M1,M,Pin prick,guarding,10.0,1,999.0,1
Day1 no drug,M1,M,Pin prick,escape,10.0,1,999.0,0
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,11.5,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,11.5,1
Day1 no drug,M2,M,Pin prick,attending,10.0,1,11.5,0
Day1 no drug,M2,M,Pin prick,lickbite,10.0,1,11.5,0
Day1 no drug,M2,M,Pin prick,guarding,10.0,1,11.5,0
Day1 no drug,M2,M,Pin prick,escape,10.0,1,11.5,0
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,3.1,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,3.1,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,3.77,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,3.77,0
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,0.53,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,0.53,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,2.07,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,2.07,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,3.23,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,3.23,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,33.63,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,33.63,1
Day1 no drug,M2,M,Pin prick,attending,10.0,1,33.63,1
Day1 no drug,M2,M,Pin prick,lickbite,10.0,1,33.63,1
Day1 no drug,M2,M,Pin prick,guarding,10.0,1,33.63,1
Day1 no drug,M2,M,Pin prick,escape,10.0,1,33.63,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,5.17,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,5.17,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,2.2,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,2.2,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,98.07,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,98.07,1
Day1 no drug,M2,M,Pin prick,attending,10.0,1,98.07,0
Day1 no drug,M2,M,Pin prick,lickbite,10.0,1,98.07,0
Day1 no drug,M2,M,Pin prick,guarding,10.0,1,98.07,0
Day1 no drug,M2,M,Pin prick,escape,10.0,1,98.07,0
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,0.53,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,0.53,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,3.2,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,3.2,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,1.27,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,1.27,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,2.9,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,2.9,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,14.03,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,14.03,1
Day1 no drug,M2,M,Pin prick,attending,10.0,1,14.03,0
Day1 no drug,M2,M,Pin prick,lickbite,10.0,1,14.03,1
Day1 no drug,M2,M,Pin prick,guarding,10.0,1,14.03,1
Day1 no drug,M2,M,Pin prick,escape,10.0,1,14.03,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,2.73,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,2.73,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,2.5,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,2.5,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,0.9,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,0.9,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,47.57,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,47.57,1
Day1 no drug,M2,M,Pin prick,attending,10.0,1,47.57,1
Day1 no drug,M2,M,Pin prick,lickbite,10.0,1,47.57,0
Day1 no drug,M2,M,Pin prick,guarding,10.0,1,47.57,0
Day1 no drug,M2,M,Pin prick,escape,10.0,1,47.57,0
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,2.87,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,2.87,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,3.47,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,3.47,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,1.37,1
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,1.37,1
Day1 no drug,M2,M,Pin prick,withdrawal,3.0,0,171.07,0
Day1 no drug,M2,M,Pin prick,flinch,3.0,0,171.07,0
Day1 no drug,M2,M,Pin prick,attending,10.0,1,171.07,1
Day1 no drug,M2,M,Pin prick,lickbite,10.0,1,171.07,1
Day1 no drug,M2,M,Pin prick,guarding,10.0,1,171.07,0
Day1 no drug,M2,M,Pin prick,escape,10.0,1,171.07,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,0.93,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,0.93,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,1.03,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,1.03,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,3.27,0
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,3.27,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,1.27,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,1.27,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,2.3,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,2.3,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,7.43,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,7.43,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,10.83,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,10.83,1
Day1 no drug,M2,M,Mild touch,attending,10.0,1,10.83,0
Day1 no drug,M2,M,Mild touch,lickbite,10.0,1,10.83,0
Day1 no drug,M2,M,Mild touch,guarding,10.0,1,10.83,1
Day1 no drug,M2,M,Mild touch,escape,10.0,1,10.83,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,28.57,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,28.57,1
Day1 no drug,M2,M,Mild touch,attending,10.0,1,28.57,1
Day1 no drug,M2,M,Mild touch,lickbite,10.0,1,28.57,0
Day1 no drug,M2,M,Mild touch,guarding,10.0,1,28.57,0
Day1 no drug,M2,M,Mild touch,escape,10.0,1,28.57,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,5.5,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,5.5,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,1.67,0
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,1.67,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,62.0,0
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,62.0,0
Day1 no drug,M2,M,Mild touch,attending,10.0,1,62.0,0
Day1 no drug,M2,M,Mild touch,lickbite,10.0,1,62.0,1
Day1 no drug,M2,M,Mild touch,guarding,10.0,1,62.0,1
Day1 no drug,M2,M,Mild touch,escape,10.0,1,62.0,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,1.37,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,1.37,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,2.1,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,2.1,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,2.73,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,2.73,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,2.83,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,2.83,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,3.93,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,3.93,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,3.27,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,3.27,0
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,81.07,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,81.07,1
Day1 no drug,M2,M,Mild touch,attending,10.0,1,81.07,0
Day1 no drug,M2,M,Mild touch,lickbite,10.0,1,81.07,1
Day1 no drug,M2,M,Mild touch,guarding,10.0,1,81.07,1
Day1 no drug,M2,M,Mild touch,escape,10.0,1,81.07,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,2.17,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,2.17,1
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,6.5,1
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,6.5,0
Day1 no drug,M2,M,Mild touch,withdrawal,3.0,0,104.23,0
Day1 no drug,M2,M,Mild touch,flinch,3.0,0,104.23,0
Day1 no drug,M2,M,Mild touch,attending,10.0,1,104.23,0
Day1 no drug,M2,M,Mild touch,lickbite,10.0,1,104.23,0
Day1 no drug,M2,M,Mild touch,guarding,10.0,1,104.23,0
Day1 no drug,M2,M,Mild touch,escape,10.0,1,104.23,0
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,1.93,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,1.93,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,22.67,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,22.67,1
Day1 no drug,M2,M,Heat,attending,10.0,1,22.67,0
Day1 no drug,M2,M,Heat,lickbite,10.0,1,22.67,0
Day1 no drug,M2,M,Heat,guarding,10.0,1,22.67,0
Day1 no drug,M2,M,Heat,escape,10.0,1,22.67,0
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,2.2,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,2.2,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,2.27,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,2.27,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,16.3,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,16.3,1
Day1 no drug,M2,M,Heat,attending,10.0,1,16.3,1
Day1 no drug,M2,M,Heat,lickbite,10.0,1,16.3,1
Day1 no drug,M2,M,Heat,guarding,10.0,1,16.3,1
Day1 no drug,M2,M,Heat,escape,10.0,1,16.3,0
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,0.97,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,0.97,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,124.9,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,124.9,1
Day1 no drug,M2,M,Heat,attending,10.0,1,124.9,1
Day1 no drug,M2,M,Heat,lickbite,10.0,1,124.9,1
Day1 no drug,M2,M,Heat,guarding,10.0,1,124.9,1
Day1 no drug,M2,M,Heat,escape,10.0,1,124.9,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,0.97,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,0.97,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,1.0,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,1.0,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,47.57,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,47.57,1
Day1 no drug,M2,M,Heat,attending,10.0,1,47.57,1
Day1 no drug,M2,M,Heat,lickbite,10.0,1,47.57,1
Day1 no drug,M2,M,Heat,guarding,10.0,1,47.57,1
Day1 no drug,M2,M,Heat,escape,10.0,1,47.57,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,0.13,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,0.13,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,1.1,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,1.1,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,0.33,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,0.33,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,1.1,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,1.1,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,0.3,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,0.3,1
Day1 no drug,M2,M,Heat,withdrawal,3.0,0,120.33,1
Day1 no drug,M2,M,Heat,flinch,3.0,0,120.33,1
Day1 no drug,M2,M,Heat,attending,10.0,1,120.33,0
Day1 no drug,M2,M,Heat,lickbite,10.0,1,120.33,0
Day1 no drug,M2,M,Heat,guarding,10.0,1,120.33,0
Day1 no drug,M2,M,Heat,escape,10.0,1,120.33,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,3.2,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,3.2,1
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,4.37,0
Day1 no drug,M2,M,Light touch,flinch,3.0,0,4.37,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,5.17,0
Day1 no drug,M2,M,Light touch,flinch,3.0,0,5.17,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,2.67,0
Day1 no drug,M2,M,Light touch,flinch,3.0,0,2.67,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,0.8,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,0.8,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,1.4,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,1.4,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,6.87,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,6.87,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,0.73,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,0.73,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,2.53,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,2.53,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,5.2,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,5.2,1
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,5.83,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,5.83,1
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,68.27,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,68.27,0
Day1 no drug,M2,M,Light touch,attending,10.0,1,68.27,0
Day1 no drug,M2,M,Light touch,lickbite,10.0,1,68.27,0
Day1 no drug,M2,M,Light touch,guarding,10.0,1,68.27,0
Day1 no drug,M2,M,Light touch,escape,10.0,1,68.27,1
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,4.17,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,4.17,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,2.93,0
Day1 no drug,M2,M,Light touch,flinch,3.0,0,2.93,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,1.33,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,1.33,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,2.8,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,2.8,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,2.03,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,2.03,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,4.27,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,4.27,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,2.3,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,2.3,1
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,114.13,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,114.13,1
Day1 no drug,M2,M,Light touch,attending,10.0,1,114.13,0
Day1 no drug,M2,M,Light touch,lickbite,10.0,1,114.13,0
Day1 no drug,M2,M,Light touch,guarding,10.0,1,114.13,0
Day1 no drug,M2,M,Light touch,escape,10.0,1,114.13,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,0.9,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,0.9,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,9.3,1
Day1 no drug,M2,M,Light touch,flinch,3.0,0,9.3,0
Day1 no drug,M2,M,Light touch,withdrawal,3.0,0,999.0,0
Day1 no drug,M2,M,Light touch,flinch,3.0,0,999.0,0
Day1 no drug,M2,M,Light touch,attending,10.0,1,999.0,1
Day1 no drug,M2,M,Light touch,lickbite,10.0,1,999.0,0
Day1 no drug,M2,M,Light touch,guarding,10.0,1,999.0,0
Day1 no drug,M2,M,Light touch,escape,10.0,1,999.0,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,7.37,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,7.37,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,48.83,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,48.83,0
Day1 no drug,M3,M,Pin prick,attending,10.0,1,48.83,1
Day1 no drug,M3,M,Pin prick,lickbite,10.0,1,48.83,0
Day1 no drug,M3,M,Pin prick,guarding,10.0,1,48.83,0
Day1 no drug,M3,M,Pin prick,escape,10.0,1,48.83,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,3.8,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,3.8,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,1.5,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,1.5,1
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,1.4,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,1.4,1
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,1.9,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,1.9,1
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,0.07,0
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,0.07,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,66.87,0
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,66.87,0
Day1 no drug,M3,M,Pin prick,attending,10.0,1,66.87,1
Day1 no drug,M3,M,Pin prick,lickbite,10.0,1,66.87,1
Day1 no drug,M3,M,Pin prick,guarding,10.0,1,66.87,0
Day1 no drug,M3,M,Pin prick,escape,10.0,1,66.87,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,1.93,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,1.93,1
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,1.73,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,1.73,1
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,3.23,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,3.23,1
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,0.87,0
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,0.87,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,118.4,0
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,118.4,0
Day1 no drug,M3,M,Pin prick,attending,10.0,1,118.4,0
Day1 no drug,M3,M,Pin prick,lickbite,10.0,1,118.4,1
Day1 no drug,M3,M,Pin prick,guarding,10.0,1,118.4,0
Day1 no drug,M3,M,Pin prick,escape,10.0,1,118.4,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,1.73,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,1.73,1
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,2.9,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,2.9,1
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,0.73,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,0.73,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,2.2,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,2.2,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,1.87,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,1.87,1
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,1.27,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,1.27,1
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,2.7,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,2.7,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,1.77,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,1.77,0
Day1 no drug,M3,M,Pin prick,withdrawal,3.0,0,204.63,1
Day1 no drug,M3,M,Pin prick,flinch,3.0,0,204.63,0
Day1 no drug,M3,M,Pin prick,attending,10.0,1,204.63,1
Day1 no drug,M3,M,Pin prick,lickbite,10.0,1,204.63,0
Day1 no drug,M3,M,Pin prick,guarding,10.0,1,204.63,0
Day1 no drug,M3,M,Pin prick,escape,10.0,1,204.63,1
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,2.7,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,2.7,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,2.2,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,2.2,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,0.6,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,0.6,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,2.2,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,2.2,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,0.97,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,0.97,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,19.73,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,19.73,0
Day1 no drug,M3,M,Mild touch,attending,10.0,1,19.73,1
Day1 no drug,M3,M,Mild touch,lickbite,10.0,1,19.73,0
Day1 no drug,M3,M,Mild touch,guarding,10.0,1,19.73,0
Day1 no drug,M3,M,Mild touch,escape,10.0,1,19.73,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,1.67,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,1.67,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,2.3,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,2.3,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,1.03,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,1.03,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,3.9,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,3.9,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,2.1,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,2.1,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,81.03,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,81.03,0
Day1 no drug,M3,M,Mild touch,attending,10.0,1,81.03,1
Day1 no drug,M3,M,Mild touch,lickbite,10.0,1,81.03,0
Day1 no drug,M3,M,Mild touch,guarding,10.0,1,81.03,0
Day1 no drug,M3,M,Mild touch,escape,10.0,1,81.03,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,1.13,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,1.13,1
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,1.33,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,1.33,1
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,2.33,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,2.33,1
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,0.33,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,0.33,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,0.33,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,0.33,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,0.37,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,0.37,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,5.77,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,5.77,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,1.33,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,1.33,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,4.67,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,4.67,1
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,0.57,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,0.57,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,0.83,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,0.83,0
Day1 no drug,M3,M,Mild touch,withdrawal,3.0,0,99.03,1
Day1 no drug,M3,M,Mild touch,flinch,3.0,0,99.03,0
Day1 no drug,M3,M,Mild touch,attending,10.0,1,99.03,1
Day1 no drug,M3,M,Mild touch,lickbite,10.0,1,99.03,0
Day1 no drug,M3,M,Mild touch,guarding,10.0,1,99.03,0
Day1 no drug,M3,M,Mild touch,escape,10.0,1,99.03,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,3.5,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,3.5,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,0.7,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,0.7,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,0.7,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,0.7,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,2.3,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,2.3,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,0.3,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,0.3,1
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,1.27,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,1.27,1
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,1.1,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,1.1,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,1.03,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,1.03,0
Day1 no drug,M3,M,Light touch,withdrawal,3.0,0,112.13,1
Day1 no drug,M3,M,Light touch,flinch,3.0,0,112.13,0
