mouse,behaviour,stimulus,n_deliv_day1,n_deliv_day2,rate_day1,rate_day2,rate_ratio,p_rate,rr_lo,rr_hi,p_day1,p_day2,delta,odds_ratio,ci_lo,ci_hi,p_fisher,min_detectable_delta,q_fisher,q_rate,change_index,change_index_lo,change_index_hi
F2,lickbite,Pin prick,31,12,1.8387096774193548,0.16666666666666666,0.09064327485380116,9.150746227614803e-05,0.03166042201973626,0.3984634804080048,0.8387096774193549,0.16666666666666666,-0.6720430107526882,20.236363636363638,3.8589368580112575,106.12000877210149,7.65260852204547e-05,0.44,0.0004749894944717878,0.0005004314343226846,0.09064327485380116,0.03166042201973626,0.3984634804080048
F2,withdrawal,ALL,88,57,1.7727272727272727,1.3333333333333333,0.7521367521367521,0.317044343067862,0.5741240962498414,0.9919825778170897,0.7727272727272727,0.8245614035087719,0.05183413078149923,0.7386392811296534,0.3218273711463273,1.695281497295844,0.5318521777329976,0.16,0.6468472431887808,0.38263972439224725,0.7521367521367521,0.5741240962498414,0.9919825778170897
F2,withdrawal,Heat,20,13,2.3,1.7692307692307692,0.7692307692307693,0.8649540173971133,0.4734348633229931,1.2768587873495651,0.55,0.9230769230769231,0.3730769230769231,0.14526315789473684,0.021744970343263056,0.9704030269275025,0.049519668318333515,0.38,0.0918921680134024,0.8956624440502653,0.7692307692307693,0.4734348633229931,1.2768587873495651
F2,withdrawal,Light touch,17,18,1.0588235294117647,0.8888888888888888,0.8395061728395061,0.8145235792892644,0.4337642242059377,1.6357748797787348,0.7058823529411765,0.7222222222222222,0.016339869281045694,0.9259259259259259,0.22599957552523153,3.793541728161637,1.0,0.43,1.0,0.8484620617596506,0.8395061728395061,0.4337642242059377,1.6357748797787348
F2,withdrawal,Mild touch,20,14,1.1,1.2142857142857142,1.1038961038961037,0.8827485096668559,0.5949097072413606,2.075218955426612,0.75,0.7142857142857143,-0.0357142857142857,1.2077922077922079,0.27723310174795984,5.2618608961413855,1.0,0.44,1.0,0.9087117011276459,1.1038961038961037,0.5949097072413606,2.075218955426612
F2,withdrawal,Pin prick,31,12,2.2580645161290325,1.6666666666666667,0.738095238095238,0.2400866412953988,0.459357620863219,1.2283990103119544,0.967741935483871,1.0,0.032258064516129004,0.8133333333333334,0.030984564351275626,21.349698630953217,1.0,0.42,1.0,0.3001083016192485,0.738095238095238,0.459357620863219,1.2283990103119544
F3,attending,ALL,85,68,0.4470588235294118,0.16176470588235295,0.3618421052631579,8.66577299689456e-06,0.1932388266946994,0.721439398430962,0.4117647058823529,0.07352941176470588,-0.338235294117647,8.116111611161116,3.072948842820283,21.43584909938466,1.8906417578709882e-06,0.21,2.1269719776048618e-05,7.981633023455517e-05,0.3618421052631579,0.1932388266946994,0.721439398430962
F3,attending,Heat,15,14,0.6666666666666666,0.7857142857142857,1.1785714285714286,0.5469807384321062,0.5083185945256063,2.708990815658558,0.6,0.35714285714285715,-0.24285714285714283,2.5244755244755246,0.5930366752599484,10.746344938755229,0.27230347674459987,0.38,0.3713229228335453,0.6175588982297973,1.1785714285714286,0.5083185945256063,2.708990815658558
F3,attending,Light touch,30,17,0.36666666666666664,0.0,0.0,0.004998842179684197,0.004521165597177114,1.3020827349215127,0.36666666666666664,0.0,-0.36666666666666664,20.641025641025642,1.1310925114811916,376.6729380566342,0.003777772361795392,0.3,0.010793635319415405,0.012497105449210493,0.0,0.004521165597177114,1.3020827349215127
F3,attending,Mild touch,19,18,0.47368421052631576,0.0,0.0,0.005335238704232178,0.0032333431103450977,0.9545599238173653,0.3684210526315789,0.0,-0.3684210526315789,22.2,1.1603879524948681,424.7200248334015,0.007985257985257985,0.34,0.020397899081169853,0.01315023624282579,0.0,0.0032333431103450977,0.9545599238173653
